excerpt_name,entry_id,lead_id,annotator,lang,project_title,created_at,document,source_title,author_title,excerpt,sectors,country_code
a2a3_174857,174857,41088,annotator2,en,UNHCR Colombia,2020-10-16 11:25:51.685983,https://repositorio.cepal.org/bitstream/handle/11362/46016/4/S2000593_en.pdf,Economic comm,Unknown,"The sufficiency of these transfers has been criticized. Indeed, as per Figures 8 and 9, the IS transfer of 160,000 pesos (US$ 40) per household, covers barely one-quarter of the extreme poverty line for each household member, in a family of four, and not much more for the existing CCT recipients. An analysis based on household surveys estimated that, even with the current emergency transfers, the poverty rate in Colombia by May had increased from 18 to 32% and extreme poverty from 4.5% to 16.7%, as a consequence of the loss of labor income to over four million informal workers (Sánchez and Chaparro, 2020).176 Scholars, civil society actors and politicians have widely called for a more far- reaching and sufficient basic income. In June, legislators proposed a bill for a three-month universal basic income to reach nine million households, but the bill did not make it to a vote and as a result, dozens of politicians signed an open letter to the President calling for this basic income, highlighting 5.4 million jobs lost during the crisis and an increase in poverty. In response, the Minister of Finance declared that the government had already established nearly a universal basic income with its existing programs, and that the resources the government had “do not enable us to provide a minimum income to nine million households”.177 At the end of June, the government declared that it had extended the monthly transfer of 240 000 pesos per households in the IS program through to the end of the year.",['Livelihoods'],CO
a1a3_174856,174856,41088,annotator3,en,UNHCR Colombia,2020-10-16 11:25:51.245435,https://repositorio.cepal.org/bitstream/handle/11362/46016/4/S2000593_en.pdf,Economic comm,Unknown,"The government began delivery of the IS transfer in the second week of April, with the goal of reaching all recipients with bank accounts before the end of the month.169 By April 22nd, just over one- third, 1 163 million households, had been reached. Meanwhile, in mid-April, protests broke out across cities in Colombia in response to lack of food, and opposition politicians called on the government to do more.170 At the same time, reports of incorrect recipients and potential fraud surfaced, with an audit revealing 35,000 irregularities in registration for benefits.171 In response, the government noted that 99.4% of the registrations were correct and that those that were not had been removed.172",['Livelihoods'],CO
a1a2_174797,174797,41088,annotator2,en,UNHCR Colombia,2020-10-16 10:47:49.631435,https://repositorio.cepal.org/bitstream/handle/11362/46016/4/S2000593_en.pdf,Economic comm,Unknown,"As Figure 13 indicates, pre-pandemic, Colombia had 30% of the population in poverty, compared to Ecuador’s 24%, and in extreme poverty, 11% compared to Ecuador’s 7%. Colombia has 39% of its workers covered in social security, while Ecuador has 42%. The share of households with access to electricity is over 98% in both countries, while access to water in Ecuador is 86%, and in Colombia 90%. Exactly half of households in Colombia have access to internet, while in Ecuador the share is 37%. A higher share of the urban population in Ecuador lives in slums at 36%, compared to Colombia, at just 13%.",['Shelter' 'WASH' 'Health' 'Cross' 'Livelihoods'],CO
a1_174858,174858,41088,annotator1,en,UNHCR Colombia,2020-10-16 11:25:52.153115,https://repositorio.cepal.org/bitstream/handle/11362/46016/4/S2000593_en.pdf,Economic comm,Unknown,"The Colombian experience also highlights the problems with using restrictive criteria for identifying those in need of assistance, and the protection gap that resulted (Figure 7). While the government announced assistance relatively rapidly −before the end of March− and added transfers as the quarantine was extended -the way it determined recipients had a negative impact on reach. One report identified 1.9 million poor and vulnerable households that just missed the threshold for eligibility, but are in need of government assistance (Cárdenas and Martínez, 2020). Government officials have pointed to important achievements with the Sisbén database; for example, through receiving the IS transfer, 740 000 people now have bank accounts. However, problems with the database have slowed down the ability of the government to reach even all the intended recipients, let alone those in need of assistance who were not included: by the end of June, 600,000 people had still not been reached, for a variety of reasons, driving officials to go find the individuals in person at their homes, rather than through electronic means.178 

The government was as of early July 2020 seeking to update and improve the database. At least part of the problem appears to be that prior to the pandemic, people had been hesitant to register updates in the Sisbén database due to fear of disqualifying for means-tested assistance.179 However, as of the end of July there was no way for a person to self-identify and apply for the IS transfer assistance.180 The only way for a person in need to be considered for inclusion was to apply to be evaluated for the Sisbén database, which requires a visit to the Sisbén municipal office and a request for an interview. The interviewer then goes to the applicant’s home at an agreed-up time to conduct the interview.181 Such a mechanism is unlikely to be fast or feasible during a pandemic-induced quarantine. Given the small amount of the transfer, and the pre-determined and restrictive reach, the program to date is neither inclusive nor sufficient. 

Cities in Colombia have moved to fill in some of the gaps in national assistance. Bogotá provided additional cash and in-kind assistance to poor and vulnerable households, with the goal of enabling a family of four to meet their basic necessities during the quarantine. Such aid reached 337,000 households by late May, but here also the government determined the beneficiaries.182 Medellín, on the other hand, created a mechanism by which people could themselves determine if they needed assistance, and electronically apply for aid.183 By mid-April, 130 000 households had registered for and received aid this way, many of them not registered in any other government programs, and by mid- May, 300,000 households had received aid. Such a demand-driven approach was identified by the Mayor of Medellín as the most efficient way of identifying those in need and delivering assistance.184",['Cross' 'Livelihoods'],CO
a1_174800,174800,41088,annotator1,en,UNHCR Colombia,2020-10-16 10:47:50.397574,https://repositorio.cepal.org/bitstream/handle/11362/46016/4/S2000593_en.pdf,Economic comm,Unknown,"The Colombian government moved rapidly to increase assistance to recipients of existing non- contributory cash transfer programs. On March 18th the government announced, and on the 22nd, decreed an extra transfer of 145,000 pesos (US$ 39) to the regular end-of-March transfer, bringing the average transfer a household received to 334,000 pesos (US$ 86).165 90% of these families had bank accounts and received their transfers by the end of the month.166 Additionally, the one million poorest households received another 70,000 pesos (US$ 17) per household in a value-added tax reimbursement. Finally, the government bolstered the regular cash transfer to 1.7 million elderly people to 240 000 pesos (US$ 64), and the youth program provided additional transfers to about 274,000 students.167 In mid- May, the executive authorized another transfer, which had reached 85% of recipients by mid-June, and a third payment was authorized starting end of June.168",['Livelihoods'],CO
a1a3_78658,78658,21643,annotator3,en,UNHCR Colombia,2019-12-03 13:53:02.380259,https://reliefweb.int/sites/reliefweb.int/files/resources/Colombia%20Country%20Brief_October_2019.pdf,Redhum,World Food Programme,"Emergency Food Security Assessment for migrants (EFSA): Preliminary results of the latest EFSA from almost 3,100 household surveys were presented with detailed information on food insecurity status, disaggregated by gender, age, type of population and copying strategies. The results show that 54% of the migrants and host communities in the border departments of Arauca, La Guajira, Cesar, Norte de Santander and Nariño are food insecure. More concerning is that almost 80% of migrants in transit (particularly the ones walking on foot) and 60% of pendular migrants are food insecure. These results have contributed to the Regional Refugee and Migrant Response Plan (RMRP) for the estimation of the People in Need (PIN).",['Food Security'],CO
a1a2_48603,48603,12657,annotator2,en,UNHCR Colombia,2019-07-30 17:49:26.430461,https://www.acaps.org/sites/acaps/files/products/files/20190301_acaps_briefing_note_colombia_expanding_displacement_and_protection_crisis_0.pdf,Assessment Capacities Project,Assessment Capacities Project,"In 2017 the Colombian government started issuing a Special Permit of Stay (PEP by its acronym in Spanish) to registered Venezuelans who had entered the country by legal border points. Initially 182,000 people benefited from the PEP, which gives access to basic health services, education and work. From April to June 2018 the government also conducted a registration, the Registro Administrativo de Migrantes Venezolanos (RAMV), for undocumented Venezuelans. As of February 2019, nearly 700,000 Venezuelans (59%) have legalised their status in Colombia, and almost 500,000 (41%) are in an irregular situation. (R4V 01/02/2019) An additional 2,7 million Venezuelan people hold a Border Mobility Card (TMF), which allows them to stay in Colombia for up to one week, especially to acquire food and medicines",['Health' 'Education' 'Protection' 'Cross' 'Livelihoods'],CO
a3_79842,79842,21913,annotator3,en,UNHCR Colombia,2019-12-09 17:24:21.642660,https://reliefweb.int/sites/reliefweb.int/files/resources/nteragency%20mission%20report%20support%20spaces%20Peru%20Colombia.pdf,Redhum,Response For Venezuleans,"Population trend Population movement is primarily from Venezuela to Colombia, Ecuador, Peru and Brazil. Of those entering Colombia each month (main entry point Simon Bolivar International Bridge in Cucuta), around 50% will continue to Ecuador and neighboring countries. Those electing to move include people who may travel by public transport, provided that they have valid documentation, and a significant number who travel on foot or by informal transportation, increasing the risks of detention or physical insecurity due to crime and road accidents. In the case of those leaving Colombia, around 80,000 enter Ecuador on a monthly basis, mainly through Rumichaca International Bridge (85%), some stay in Ecuador (approx. 20%) and others continue their journey through the southern border of Huaquillas to Peru. Profiles of the population were reported to have changed over time with increased vulnerabilities and persons at risk (i.e. serious medical conditions, women and girls, victims of trafficking, GBV survivors, LGBTI, unaccompanied children) and more families on the move, including children and women, compared to single men in previous months. Increasing reports of people returning to Ecuador from Peru were also shared during the mission, including Venezuelans who wish to stay in Ecuador or move back to Colombia. Some Venezuelans were reported going back to Venezuela for Christmas holidays with the intention to return in January with family members that were left behind, including children and older persons",['Protection'],CO
a1_58922,58922,17305,annotator1,en,UNHCR Colombia,2019-08-28 14:14:10.511557,https://redhum.org/documento/3268013,Unknown,Unknown,"One of the few to help on the road TDH was one of the first and still is one of the few organisations along the road that connects Cucuta with Bucaramanga. Our social workers identify the most vulnerable cases, so that they can get support. To help them survive, we provide them with warm clothes, food vouchers, baby nappies, hygiene kits including toilet paper and toothbrushes, or sometimes cash so they can buy any urgent supplies. We also coordinate with our partner NGO SOS Children’s Villages, which covers the second part of the road, so they can bring the most vulnerable to their centre in Bucaramanga where families can spend the night and get access to transport.",['Protection' 'Nutrition' 'Livelihoods' 'Food Security'],CO
a2_74235,74235,21145,annotator2,en,UNHCR Colombia,2019-11-18 16:04:00.967673,https://reliefweb.int/sites/reliefweb.int/files/resources/72254.pdf,Redhum,Response For Venezuleans,"Priority needs Following the local and national workshops and the revision of secondary data, the GIFMM’s multisector group, which covers shelter, transport and telecommunications services, has identified three main needs: • Access to medium-term shelter solutions, in particular providing integral rental support and initiating support activities in order to promote better shelter options as well as access to basic household items. • Sufficient and quality access to emergency shelter and telecommunications services along the Colombia-Venezuela border as well as in other areas where considerable gaps remain and that have little coverage, in particular the areas with less coverage, including those of arrival (Cesar, Boyacá, Vichada and Guainía), transit (Santander, Casanare and Meta) and exit (Putumayo and to a smaller degree, Nariño). • Support for safe transport, including access to formal transportation services and necessary items of assistance during transit.",['Protection' 'Shelter'],CO
a2_74194,74194,21145,annotator2,en,UNHCR Colombia,2019-11-18 15:15:09.635675,https://reliefweb.int/sites/reliefweb.int/files/resources/72254.pdf,Redhum,Response For Venezuleans,"Response strategy The response approach aims at guaranteeing food and nutrition in crisis situations, including different strategies to reduce/eliminate food insecurity, provide nutrition and save lives. The geographical areas of first priority will be the border departments of La Guajira, Norte de Santander, Arauca and Nariño, followed by Atlántico, Magdalena, Bolívar, Cesar, Antioquia and Valle del Cauca. The estimation of people in need and targets for 2020 were based on most recent indicators and evaluations, which identified the population groups in the most vulnerable situation and areas with the greatest needs in terms of food security. Additionally, geographic areas and objectives reached in terms of coverage and impact of the interventions during 2018 and 2019 were analysed in order to replicate and scale up the response in 2020",['Nutrition' 'Food Security'],CO
a2_48912,48912,12663,annotator2,en,UNHCR Colombia,2019-07-31 12:42:48.007047,https://www.hrw.org/sites/default/files/report_pdf/venezuela0419_web.pdf,Human Rights Watch,Human Rights Watch,"The Human Rights Watch and Johns Hopkins team conducted a rapid screening of 115 children 6-59 months of age at a communal kitchen near the Cúcuta border, and found no cases of severe or moderate acute malnutrition. However, the team found that eight children (7 percent of the total) were at risk of acute malnutrition. In North Santander more generally, children identified as malnourished are provided supplementary foods by the Colombian government in coordination with WFP, but it is difficult to assess if coverage is adequate given the lack of available data on prevalence of acute malnutrition and challenges estimating population size.",['Nutrition'],CO
a3_163647,163647,32462,annotator3,en,UNHCR Colombia,2020-09-22 01:32:30.725196,https://r4v.info/es/documents/download/77378,Response For Venezuleans,Response For Venezuleans,"Health authorities in the departments of La Guajira, Norte de Santander and Antioquia strengthened through 9 additional hospital staff and medical professionals, and 22 pieces of communications equipment and computers. Infrastructure improvements and over 11,600 distinct items provided to 10 public hospitals and health institutions, including ventilators, biomedical supplies for Intensive Care Units (ICU), triage, emergency and hospitalization services. 15,669 Personal Protective Items (PPE), including surgical N95 and face masks, disposable gowns, face shields, eye protection and goggles, sterile and non-sterile gloves, leggings, infrared digital thermometers, hand soaps, surface soaps, cleaning and disinfecting materials, donated to public hospitals, health institutions and state institutions.",['WASH' 'Health'],CO
a2_61142,61142,18235,annotator2,en,UNHCR Colombia,2019-09-09 10:17:44.225297,http://www.mixedmigration.org/wp-content/uploads/2019/09/072_venezuela.pdf,Unknown,Unknown,"Since the Venezuelan government started creating obstacles for citizens wanting to leave the country, obtaining a passport can entail not only an extremely lengthy procedure, but also a high financial cost – from a few hundred to several thousand US dollars – in bribes to public officials.59 This series of restrictions to the movement of Venezuelan refugees and migrants risks having one, or both, of the following consequences: an increase in irregular migration, if people on the move decide to head to these countries regardless of their entry requirements; and/or Colombia – which cannot effectively close its border with Venezuela – will continue to be left carrying the biggest burden of this migration crisis.",['Protection' 'Cross'],CO
a1_61492,61492,18235,annotator1,en,UNHCR Colombia,2019-09-10 22:03:21.071664,http://www.mixedmigration.org/wp-content/uploads/2019/09/072_venezuela.pdf,Unknown,Unknown,"Several of the respondents in Peru reported having been robbed while crossing the border between Colombia and Ecuador. In one case, a woman who was traveling alone, by bus and with a travel agency, had all her luggage stolen while she was waiting to have her passport stamped at immigration control. Another woman, traveling with her partner and her two young nephews, was robbed at knifepoint while crossing the Rumichaca International Bridge: she described how, while she was walking on the bridge holding her youngest nephew in her arms, a woman approached her, pointed a knife at her ribs and told them to give her the dollars she was carrying. Out of fear, she surrendered all the money she had for the journey – $300 - and was then left with no resources to pay for food or transportation for her family.",['Protection'],CO
a2_76070,76070,21346,annotator2,en,UNHCR Colombia,2019-11-25 18:42:33.699800,https://reliefweb.int/sites/reliefweb.int/files/resources/R4V%20sitrep%20-%20Aug%202019.pdf,Reliefweb,Response For Venezuleans,"Humanitarian transportation, food and shelter services were provided to more than 600 Venezuelans. Priority population, such as families, children, pregnant and lactating women and elderly people, was identified. Approximately 1,200 blankets, 370 scarves, 500 gloves and 500 cold hats were delivered to people in transit at the Rumichaca International Bridge and in shelters. In Norte de Santander department, Colombian border with Venezuela, Migración Colombia opened four new passport processing posts with extended schedules -including 24-hour shifts- and provided priority lines for women with children, elderly people and people with special needs. This was done with an aim to process the increased arrivals prior to the entry into force of the new measures. The Support Space remained open at night offering WASH services as per increased needs. The Colombian Civil Defense jointly with the GIFMM provided: ambulance services at night for medical emergencies; humanitarian transportation and; shelter assistance through Centro de Atención Transitorio al Migrante.",['Protection' 'Shelter'],CO
a3_72951,72951,20774,annotator3,en,UNHCR Colombia,2019-11-14 13:17:32.281726,https://reliefweb.int/sites/reliefweb.int/files/resources/72195.pdf,RedHum,Respuesta A Venezolanos. Plataforma de Coordinación para Refugiados y Migrantes de Venezuela,"GIFMM members and their partners have prioritized a range of protection activities: more than 63,000 were reached through information regarding registration and documentation processes, allowing them to access to basic services (health, education, employment and asylum procedures). Effective access to information represents a first measure of protection for refugees and migrants who require orientation related to requirements for entry and needed documentation. The majority of those who received orientation were located in the Colombian-Venezuelan border departments - crucial crossing points for the majority of people arriving to Colombia. With the provision of child friendly spaces, more than 98,000 children were reached, so they could continue their development cycle.",['Protection' 'Health' 'Education'],CO
a3_81975,81975,22787,annotator3,en,UNHCR Colombia,2019-12-26 23:30:16.185384,https://redhum.org/documento/3447498,Redhum,Médecins Sans Frontières,"Women face barriers to sexual and reproductive health care MSF is also concerned about limited access to sexual and reproductive health care. Abortion was largely decriminalized in Colombia in 2006, though women face significant barriers—from social stigma to being turned away from health structures—when requesting safe abortion care within the health system. The consequences of the Global Gag Rule are also being felt. This US policy, officially known as the Mexico City Policy, cuts off US funding for programs outside of the US that provide abortion-related services, including counseling and informing women about their reproductive choices. About 68 percent of the total resources allocated in 2019 to the Venezuelan migration crisis in Colombia came from the US and, as a result of this policy, many organizations have curtailed abortion-related services to avoid losing vital US funding, reduced sexual and reproductive health services due to lack of access to funds from other sources, or have been forced shut down altogether. MSF is responding to high demand for these services, including safe abortion care. In MSF projects in the border departments, for example, approximately one in five consultations is related to this issue. But much more needs to be done to address the needs. MSF is calling for a greater commitment from the international community to address this humanitarian crisis. Colombia does not have the resources to respond to this crisis alone and more funding and support is urgently needed. *Patient names have been changed. | Colombia Ver más sobre Colombia SNGRD atiende situación de emergencia presentada en ... En Quibdó se firmó el Pacto por la Educación del Cho... Earthquake in Meta, Colombia. 4km SSE of Lejanias. M...",['Protection' 'Health' 'Cross'],CO
a1_82021,82021,22796,annotator1,en,UNHCR Colombia,2019-12-27 11:50:14.913828,https://reliefweb.int/sites/reliefweb.int/files/resources/WFP%20Colombia%20Country%20Brief_November_2019.pdf,Redhum,Unknown,"Monitoring/VAM • Emergency Food Security Assessment for migrants (EFSA): Preliminary results from the EFSA carried out by WFP in the bordering departments of Arauca, La Guajira, Cesar, Norte de Santander and Nariño in September 2019 showed that 54 percent of Venezuelan households. The first six months in Colombia can be the hardest for migrants, with 40 percent of Venezuelans having poor or limited access to food. More concerning is that food insecurity levels reach 60 percent for pendular migrants and as high as 80 percent for people in transit. 55 percent of Venezuelans are using negative strategies to cope with this situation and half of the surveyed report having begged on the streets",['Livelihoods' 'Food Security'],CO
a1_83005,83005,22872,annotator1,en,UNHCR Colombia,2020-01-02 15:21:46.887039,https://reliefweb.int/sites/reliefweb.int/files/resources/WFP%20Colombia%20External%20Situation%20Report%20DEC%202019.pdf,Redhum,World Food Programme,"WFP carried out an Emergency Food Security Assessment (EFSA) in September in five Colombian bordering departments. Results show that 54 percent of Venezuelans are food insecure. More concerning is that 8 in 10 migrants in transit are food insecure, as are 6 in 10 pendular migrants, who regularly commute between Venezuela and Colombia in search of food and basic services. 55 percent of Venezuelans are using negative strategies to cope with this situation and half of the surveyed report having begged on the streets. • WFP is conducting an EFSA and market assessment in urban areas of the Atlántico department to understand the food security and nutrition situation of populations affected by Venezuela’s migrant crisis. • In November, WFP conducted a Data Protection and Privacy Assessment in Nariño. Results indicate that 97 percent of people surveyed would feel comfortable with providing their personal data to WFP. Findings supported the beneficiary registration pilot in Nariño.",['Food Security'],CO
a2_315416,315416,44831,annotator2,en,GIMAC South Sudan,2021-04-22 20:20:12.038580,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/assessments/ssec-nation_wide_assessment_report-_2018-10.pdf,humanitarianresponse,Unknown,"On the assessment day/ date, not all teachers were present in schools across the country (absenteeism). Among the present teachers, 66 percent of them were non-government teachers. The main reason for teachers’ absenteeism was reported as the lack of, or delayed, payment of salaries/incentives. On average, government and non-government teachers reported having received three months’ salaries/incentives at the time of assessment, whereas they should have received 9 months’ salaries or incentives from the beginning of the year. Head teachers reported that 42 percent of the teachers had no access to the full set of textbooks they required for teaching.",['Education'],SS
a2_215316,215316,45282,annotator2,en,GIMAC South Sudan,2020-12-15 06:31:44.644627,https://fews.net/east-africa/south-sudan/key-message-update/september-2020,fews,Unknown,"More than 700,000 people in 34 counties have been affected by flooding. Nearly 90 percent of the flood-affected population is in Jonglei, Lakes, and Unity, particularly along the White Nile River. The river has reached record-high levels due to above-average rainfall locally and in upstream countries since late 2019. Based on partner field information, the most severely affected counties include Bor South, GPAA, Ayod, Twic East, and Duk of Jonglei; Mayendit, Panyijiar, Koch, and Leer of Unity; and Awerial, Cueibet, and Rumbek East of Lakes. Although households have moved to higher ground or displacement sites, floods are destroying newly harvested food stocks, damaging standing crops, and killing livestock. Households also face difficulty accessing markets or food assistance distribution points.",['Cross' 'Livelihoods' 'Food Security'],SS
a1a3_215447,215447,45282,annotator1,en,GIMAC South Sudan,2020-12-15 07:53:45.775267,https://fews.net/east-africa/south-sudan/key-message-update/september-2020,fews,Unknown,"Staple food prices are reaching exorbitant levels in several key reference markets. In August, the average cost of a malwa (3.5 kg) of sorghum was 1,680 SSP in Wau, 1,440 SSP in Aweil, and 900 SSP in Rumbek – equivalent to 215-565 percent above the five-year average. Prices increased less steeply in Juba, but are also quite high at nearly 720 SSP or 125 percent above the five-year average. The sharp depreciation of the SSP from 385 to 500 SSP/USD on the parallel market has compounded the impact of long-term currency depreciation, floods, conflict, high taxation, and COVID-19 preventive measures on the costs of importing and transporting staple foods to local markets.",['Logistics' 'Food Security'],SS
a1_215448,215448,45282,annotator1,en,GIMAC South Sudan,2020-12-15 07:56:34.969372,https://fews.net/east-africa/south-sudan/key-message-update/september-2020,fews,Unknown,"Despite the start of the main season harvest, staple food prices are unlikely to decline significantly in the near-term due to deficit crop production and economic factors. Additionally, a new, mandatory COVID-19 testing fee of 65 USD levied against cargo truck drivers may contribute to higher costs. Drivers are protesting the fee, and traders importing goods from Uganda and Sudan reported delays by a median of six days, according to market data collected by REACH in August. According to FEWS NET’s weekly cross-border monitoring data, weekly trade volumes of maize declined by 22 percent from the second to third week in September, though volumes were 30 percent above the same period of 2019.",['Logistics' 'Food Security'],SS
a3_253861,253861,45521,annotator3,en,GIMAC South Sudan,2021-02-10 10:34:04.264374,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/south_sudan_humanitarian_needs_overview_2019_final.pdf,humanitarianresponse,Unknown,"A joint OHCHR-UNMISS report, covering Southern Unity during the period of April-May 2018, documented the killing of 232 civilians, including 50 women and 35 children. It reported 25 women were hanged and 32 civilians were burned alive, while at least 120 women and girls, including pregnant and lactating women and girls as young as four years old, were raped and gang raped. In addition, at least 15 incidents of abduction involving 132 women and girls subjected to sexual slavery were documented. The report identified the main perpetrators as SPLA government forces, armed groups aligned with the SPLA-IO, and youth militia.",['Protection'],SS
a1_235312,235312,45085,annotator1,en,GIMAC South Sudan,2021-01-12 05:28:53.697902,https://fscluster.org/sites/default/files/documents/fsnms_r25_final_report_25_june_2020.pdf,fscluster,Unknown,"Several counties have elevated levels of poor and borderline food consumption including Juba (91 percent ), Akobo (96 percent ), Canal/Pigi (100 percent ), Nyirol (94 percent ), Pibor (97 percent ), Rumbek North (96 percent ) Bailet (94 percent ), Maban (99 percent ) and Nagero (95 percent ) where 9 in 10 households consumed very poor diets. Similarly, at least 8 in 10 households in the counties of Kajo-keji, Lainya, Terekeka, Magwi, Ayod, Awerial, Rumbek Centre, Wulu, Yirol East, Leer, Malakal, Ulang, Raja, Wau and Ibba had nutritionally inadequate diets consisting mostly of cereals with very little else during the week preceding the assessment.(December 2019)",['Food Security'],SS
a1a2_236231,236231,45085,annotator2,en,GIMAC South Sudan,2021-01-15 05:54:55.970296,https://fscluster.org/sites/default/files/documents/fsnms_r25_final_report_25_june_2020.pdf,fscluster,Unknown,"Regardless of displacement status or location, the average severity of WASH needs across South Sudan remained, as in Round 23 and Round 24, at Level 4 (Alert). Throughout the country, 50 counties were classified as Level 4, 27 as Level 3 and only one, Magwi, in Level 2. Nevertheless, important differences were observed between population groups, settings, and regions and the different composite indicators. Great Bahr el Ghazal (GBeG) 11 and Greater Upper Nile (GUN) 12 also had severity rankings of Level 4 (averaging 3.8 and 3.7 respectively), though the severity per indicator varied by states. Greater Equatoria (GE) had the lowest overall severity ranking at 3.4.(December 2019)",['WASH'],SS
a1a2_251336,251336,43273,annotator2,en,GIMAC South Sudan,2021-02-05 09:47:30.171067,https://reliefweb.int/sites/reliefweb.int/files/resources/UNICEF%20South%20Sudan%20Humanitarian%20Situation%20Report%20No.%20149%20-%20September%202020.pdf,ReliefWeb,Unknown,"UNICEF Response: Through the support of the Child Protection Area of Responsibility partners, a total of 40,855 people including 14,947 girls & 11,541 boys received a range of child protection services. The number of people reached includes 821 at risk children who were provided with individual case management services and follow up support. In addition, 9 children (1 girl and 8 boys) were released from armed forces and placed in alternative or group care. Furthermore, a total of 13,228 children (8153 girls and 5,075 boys), benefited from PSS to improve their psychosocial wellbeing through different community structures, including in child friendly spaces.",['Protection'],SS
a1a2_233420,233420,44708,annotator1,en,GIMAC South Sudan,2021-01-05 06:38:28.718305,https://reliefweb.int/sites/reliefweb.int/files/resources/ss_20200508_q1_monitoring_report_final.pdf,ReliefWeb,Unknown,"Rains stretched into January 2020, shortening the dry season period, which usually lasts from December to April, and placing extra pressure on humanitarian partners to pre-position aid supplies in a shorter than usual timeframe. By the end of March, the World Food Programme had pre-positioned more than 111,500 metric tons of food items, nearly 60 per cent of the planned deliveries in areas that would not be reachable during the rainy season. This is thanks to the timely contributions received in the last quarter of 2019, which allowed WFP to procure, distribute and deliver the food on time.",['Cross' 'Food Security'],SS
a1_319917,319917,54591,annotator1,en,GIMAC South Sudan,2021-04-27 05:18:15.900283,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/south_sudan_response_scale-up_sitrep_no.5.pdf,humanitarianresponse,Unknown,"During the reporting period, 46 unaccompanied and separated children were reunified with their biological families by Protection Partners. More than 2,742 children (1,191 boys, 1,551 girls) and 979 adults (406 men, 573 women) participated in a series of psychosocial support activities through Child Friendly Spaces (CFS) and door-to-door psychosocial Support Services (PSS) activities. Forty-one case workers (28 women and 13 men) participated in a CP training on case management and child protection in emergencies topics. Protection partners supported recently returned abductees with protection non-food items, including blankets, sleeping mats, soaps, kitchen sets, buckets and mosquito nets. Follow-up with partners in the area where the affected families live to provide reintegration support is ongoing.",['Protection' 'Shelter'],SS
a3_248347,248347,45154,annotator3,en,GIMAC South Sudan,2021-02-02 08:41:15.137820,https://reliefweb.int/sites/reliefweb.int/files/resources/Lost-in-Translation-The-Interaction-Between-International-Aid-and-South-Sudanese-Accountability-Systems-Final-1.pdf,ReliefWeb,Unknown,"Ultimately, in a consultation involving the MoGEI, the Education Cluster, the donor and Organization 2, Organization 2 was selected to take over and harmonize all incentives in Akobo, based on a decision taken in 2018 that Education Cluster partners’ incentive coverage will be limited to PoCs and areas where IMPACT is absent. The decision regarding the change in the payment of incentives was communicated via email to staff in Organization 1 in Akobo, who in turn had to notify the teachers and administrators about the changes. Organization 2 was selected because it was implementing the project elsewhere in South Sudan with the MoGEI, however its incentive payment system would not accommodate monthly payments. A key consideration for all actors in the education sector was to ensure equality of incentive payments for teachers across the country, as well as the recognition that reducing the double payments of incentives freed up resources for other education program activities.",['Education'],SS
a2_336908,336908,44707,annotator2,en,GIMAC South Sudan,2021-05-20 06:49:10.188974,https://reliefweb.int/sites/reliefweb.int/files/resources/IOM%20COVID-19%20Appeal%20South%20Sudan%20Preparedness%20and%20Response%20Plan.pdf,ReliefWeb,Unknown,"19 June: The MoH sets up a mobile laboratory in Nimule which is considered a hotspot for infections. Nimule recorded its rst case on 28 June 2020. The MoH, WHO and partners set up a COVID-19 mortality surveillance team. 22 June: South Sudan Ranked Last in its Capacity to Respond to the Pandemic The Deep Knowledge Report Group analyzed 20 measures of countries ability to respond to COVID-19. Findings indicated that South Sudan has only 14 ventilators, 24 ICU beds, & est. 1.5 doctors per 10,000 people. 24 June: COVID-19 Declared a Risk to Health System & Cease­re The head of UNMISS states that the effects of the pandemic could undermine the country's weak health infrastructure at a time when localized conflict is on the rise. 15July: 202 COVID-19 Cases Con­firmed 202 COVID-19 cases conrmed out of 2,362 tests conducted, bringing the total to 1,606 with 41 deaths.",['Health'],SS
a1_309746,309746,51695,annotator1,en,GIMAC South Sudan,2021-04-19 06:21:10.080599,http://www.ipcinfo.org/fileadmin/user_upload/ipcinfo/docs/South_Sudan_TWG_Key_Messages_Oct_2020-July_2021.pdf,ipcinfo,Unknown,"About 80% of the counties in IPC AMN Phase 4 (Critical) are in the Greater Upper Nile State followed by 17% in Greater Bahr el Ghazal State. 25 counties mainly in Greater Equatoria are in IPC AMN Phase 2 (Alert) and below. Of the counties in IPC AMN Phase 4 (Critical), nearly 80% are in Greater Upper Nile State followed by Greater Bahr el Ghazal State. Counties in Jonglei State (31%), Upper Nile State (31%), Unity State (17%), and Warrap State (10%) and parts of Eastern Equatoria State (3%), Northern Bahr el Ghazal State (3%) and Lakes State (3%) are in IPC AMN Phase 4 (Critical).",['Nutrition'],SS
